u,g,r,i,z,specClass,redshift,redshift_err
19.37364,18.39884,17.7526,17.37735,17.1565,GALAXY,0.1279048,1.117631e-05
17.87299,15.82528,14.90444,14.45936,14.13309,GALAXY,0.0695849,1.450353e-05
17.76243,15.77565,14.83279,14.38868,14.09688,GALAXY,0.05464576,1.43656e-05
18.43276,18.32677,18.12372,18.01223,17.62106,QSO,0.3734797,6.391085e-05
18.33663,17.02265,16.59717,16.28292,16.15217,GALAXY,0.05503753,6.982255e-06
18.64482,17.24503,16.65421,16.32901,16.12429,GALAXY,0.04952799,2.100322e-05
19.16798,17.19866,16.2896,15.8709,15.50541,GALAXY,0.05965222,1.667723e-05
19.58706,17.19254,16.28588,15.77938,15.37351,GALAXY,0.05604035,1.271374e-05
18.63824,17.55866,17.0693,16.76898,16.58141,GALAXY,0.08056334,7.807724e-06
19.51052,19.42305,19.42085,19.17123,19.0806,QSO,1.826654,0.0002736555
18.19616,16.34795,15.41294,14.92487,14.53347,GALAXY,0.05109692,1.24061e-05
19.02735,18.94204,18.74577,18.8405,18.8643,QSO,1.005497,0.0003875416
18.46764,16.99652,16.29087,15.86391,15.5802,GALAXY,0.07249916,1.086896e-05
19.50642,18.20361,17.75709,17.44979,17.30544,GALAXY,0.08381797,7.690206e-06
19.17291,19.17569,19.0832,19.11983,19.19084,QSO,1.209878,0.0003650454
19.09266,18.87307,18.83388,18.99582,18.95795,QSO,0.9007386,0.0003473712
19.0778,17.56413,16.79564,16.3875,16.12047,GALAXY,0.1046221,2.043984e-05
19.04295,17.65132,16.88801,16.49734,16.20635,GALAXY,0.0833547,1.25644e-05
18.42776,16.86288,16.14783,15.74146,15.47696,GALAXY,0.05206168,9.599453e-06
19.24432,19.00557,18.86467,18.67549,18.76448,QSO,1.535226,0.000335809
18.05602,16.78323,16.22419,15.91993,15.66537,GALAXY,0.04945356,1.515118e-05
19.41702,18.146,17.48714,17.13988,16.89249,GALAXY,0.08825053,1.529911e-05
18.72562,17.22264,16.40685,15.96918,15.64653,GALAXY,0.121257,1.734373e-05
19.24837,17.8865,17.23994,16.89543,16.65377,GALAXY,0.1137679,1.398173e-05
19.20574,17.90429,17.3378,17.0153,16.80418,GALAXY,0.1176583,1.500418e-05
18.47148,16.59407,15.73146,15.31207,14.98794,GALAXY,0.0348736,1.058308e-05
19.53745,17.70652,16.89595,16.48275,16.21024,GALAXY,0.07367394,1.371315e-05
18.72501,17.44591,16.82934,16.45172,16.16091,GALAXY,0.03741569,7.404463e-06
18.4627,17.19696,16.59705,16.22445,16.02858,GALAXY,0.1046919,9.32789e-06
17.96716,16.84421,16.28399,15.89426,15.70928,GALAXY,0.1060761,1.14621e-05
19.01099,17.07291,16.13122,15.69938,15.34636,GALAXY,0.09680366,1.363721e-05
19.06648,17.63132,17.26207,17.01209,16.7614,GALAXY,0.05825056,1.062917e-05
18.88866,17.77089,17.47091,17.30217,17.12409,GALAXY,0.04491887,6.815101e-06
19.1038,17.65021,16.96142,16.57468,16.28671,GALAXY,0.1223698,2.169449e-05
18.26492,17.04994,16.45234,16.04448,15.78807,GALAXY,0.09607191,7.158882e-06
19.02191,18.85232,18.76362,18.71607,18.53919,QSO,2.024734,0.0005098715
19.36902,17.98487,17.26182,16.83516,16.56172,GALAXY,0.07611916,1.479349e-05
18.80484,16.76559,15.85504,15.45156,15.1437,GALAXY,0.08043224,1.752991e-05
17.69095,16.72962,16.37621,16.14489,15.98221,GALAXY,0.03588389,7.781644e-06
17.12033,15.85488,15.34857,15.04983,14.87108,GALAXY,0.03473127,8.050921e-06
16.65674,14.71551,13.84795,13.42701,13.10374,GALAXY,0.03648881,1.011891e-05
19.45098,17.7464,16.79728,16.31551,15.97157,GALAXY,0.08182719,2.073067e-05
19.02157,18.11209,17.72058,17.33041,17.27787,GALAXY,0.1233973,6.31124e-06
18.73534,17.6441,17.09067,16.72784,16.52245,GALAXY,0.0968391,7.163149e-06
18.70386,16.74443,15.81316,15.34469,14.94877,GALAXY,0.04016967,1.365478e-05
17.3171,16.22311,15.84207,15.54644,15.37939,GALAXY,0.04426618,7.72906e-06
19.29875,18.02219,17.35761,17.01406,16.78143,GALAXY,0.1011797,1.188329e-05
19.53632,17.68332,16.63694,16.17966,15.82631,GALAXY,0.09449727,2.310005e-05
18.40042,17.1189,16.4696,16.10509,15.86135,GALAXY,0.07626372,9.683211e-06
18.84574,17.87631,17.72857,17.51652,17.45448,GALAXY,0.05135408,4.788823e-06
19.48773,19.28279,19.15664,18.97071,18.85433,QSO,1.925415,0.0003243964
19.04836,17.76241,17.1529,16.80327,16.58547,GALAXY,0.07272638,1.946837e-05
19.30861,18.21592,17.78559,17.50962,17.40548,GALAXY,0.07837448,6.22852e-06
19.1538,17.89772,17.25574,16.93796,16.67067,GALAXY,0.1191378,3.720915e-05
19.22157,17.48833,16.59969,16.17386,15.87908,GALAXY,0.1405372,3.052936e-05
19.23593,17.53766,16.61666,16.23059,15.94446,GALAXY,0.129476,1.494638e-05
18.38322,16.56855,15.75527,15.3715,15.0503,GALAXY,0.02964933,1.40332e-05
19.20748,17.1991,16.22619,15.78964,15.44621,GALAXY,0.07892817,2.135913e-05
17.74497,16.51108,15.95487,15.63722,15.38416,GALAXY,0.03088918,1.137443e-05
19.04034,17.95013,17.36666,16.98764,16.80145,GALAXY,0.1441839,9.159132e-06
16.54597,14.68367,13.69001,13.28436,12.86888,GALAXY,0.05105966,1.250994e-05
19.31724,18.61091,18.2207,18.03037,17.79164,QSO,0.6754565,4.720983e-05
19.4099,17.62167,16.67505,16.24198,15.91067,GALAXY,0.08731485,2.225238e-05
19.32793,17.70645,16.91772,16.56687,16.32787,GALAXY,0.03920985,1.7313e-05
18.39974,17.21647,16.47399,15.99954,15.73243,GALAXY,0.04577487,9.85567e-06
19.5436,18.16096,17.46291,17.04528,16.71273,GALAXY,0.03755331,6.063712e-06
18.08055,16.76618,16.33386,16.01008,15.89144,GALAXY,0.04689363,1.493562e-05
19.39915,18.04461,17.39173,17.06001,16.82867,GALAXY,0.07270477,1.203232e-05
17.32073,15.67007,14.92919,14.51617,14.20115,GALAXY,0.04614124,1.027558e-05
19.12673,17.3826,16.50874,15.96207,15.84502,GALAXY,0.05965669,1.390227e-05
18.22005,16.18562,15.27209,14.82063,14.46815,GALAXY,0.03549141,1.12756e-05
17.66207,15.71755,14.84649,14.41173,14.08735,GALAXY,0.03523336,9.600417e-06
18.05579,16.21395,15.39321,15.00364,14.68329,GALAXY,0.03199009,8.341623e-06
19.28242,17.40716,16.50791,16.084,15.75711,GALAXY,0.08608115,2.200775e-05
19.1403,17.67827,16.99328,16.63767,16.39769,GALAXY,0.04660601,2.556284e-05
18.25387,16.65381,15.93401,15.59091,15.31478,GALAXY,0.03356586,1.768543e-05
18.90751,18.05333,17.73962,17.50668,17.37897,GALAXY,0.04748485,5.890557e-06
17.64284,16.52699,16.10392,15.81018,15.67213,GALAXY,0.0591684,8.226101e-06
19.28563,18.25499,17.39411,17.03249,16.92845,GALAXY,0.1541556,9.229285e-06
19.09093,17.45058,16.82586,16.50043,16.35596,GALAXY,0.07532024,2.666115e-05
19.38612,17.38577,16.47412,16.02305,15.69334,GALAXY,0.07638177,2.561653e-05
19.47502,18.46301,17.75387,17.2981,17.02749,GALAXY,0.1749606,7.697795e-06
19.02989,18.83913,18.80124,18.52226,18.53827,QSO,1.620044,0.0002472498
19.55541,18.35235,17.79698,17.44634,17.2354,GALAXY,0.05156475,7.83287e-06
17.76807,16.53994,15.93788,15.60609,15.34987,GALAXY,0.03674461,1.223014e-05
18.27826,17.10973,16.53987,16.10833,15.87617,GALAXY,0.06729464,6.652953e-06
19.23159,17.9246,17.24407,16.84738,16.62665,GALAXY,0.1263813,9.660564e-06
17.81128,16.49167,15.84238,15.44982,15.17506,GALAXY,0.04173503,7.179523e-06
19.40613,17.80635,17.02491,16.64601,16.38697,GALAXY,0.03319267,2.43213e-05
19.07339,17.99615,17.34173,16.90293,16.65118,GALAXY,0.1198992,6.694104e-06
19.1822,17.45763,16.58887,16.18487,15.86603,GALAXY,0.04285561,2.160277e-05
18.46522,16.81026,15.75985,15.26704,14.88897,GALAXY,0.1367278,3.513814e-05
18.44826,17.01487,16.27094,15.81151,15.50252,GALAXY,0.06496692,7.315028e-06
16.77123,15.06422,14.16521,13.64839,13.21886,GALAXY,0.03360768,1.128664e-05
18.5822,16.81679,15.92663,15.45888,15.09807,GALAXY,0.04128892,1.106943e-05
18.13996,16.76245,16.18361,15.85716,15.59767,GALAXY,0.0388377,1.089446e-05
18.88994,17.73011,17.36783,17.12696,17.06958,GALAXY,0.04017104,7.835259e-06
19.44016,18.23464,17.73903,17.43536,17.27009,GALAXY,0.09685168,1.155962e-05
19.57055,18.72963,18.30013,17.925,17.83668,GALAXY,0.1030118,9.630625e-06
18.48284,16.5472,15.55911,15.11804,14.74167,GALAXY,0.09309381,1.945751e-05
19.31697,19.3214,19.43472,18.96141,18.96738,QSO,1.87176,0.0002631074
19.46923,18.07401,17.67749,17.43171,17.27245,GALAXY,0.04006472,7.550993e-06
18.34897,16.40668,15.57291,15.16794,14.84741,GALAXY,0.03202891,1.020762e-05
18.93908,17.29185,16.50529,16.10731,15.8402,GALAXY,0.0448181,1.808825e-05
19.42088,17.93382,17.13572,16.67852,16.41216,GALAXY,0.08238766,7.493046e-06
18.57725,16.87404,15.9343,15.39008,14.91567,GALAXY,0.03802536,1.299132e-05
19.05774,17.10022,16.12613,15.72071,15.34103,GALAXY,0.1018093,1.865889e-05
16.91323,14.88103,13.93883,13.49536,13.16346,GALAXY,0.04088692,1.084723e-05
17.50534,16.06866,15.31882,14.92313,14.62936,GALAXY,0.03080718,1.121132e-05
19.09653,17.93146,17.41371,17.08116,16.88834,GALAXY,0.09098374,7.767662e-06
19.25223,18.15469,17.72592,17.51953,17.31327,GALAXY,0.03750645,1.033767e-05
18.83845,17.5475,17.17514,16.95061,16.72647,GALAXY,0.0355259,1.268898e-05
18.97141,18.07071,17.5783,17.25204,17.16628,GALAXY,0.1614816,8.883503e-06
18.93561,17.97562,17.62874,17.30202,17.25022,GALAXY,0.06101051,7.298074e-06
18.95969,17.00359,16.00359,15.58418,15.26098,GALAXY,0.09287567,1.612183e-05
19.58317,18.33834,17.73446,17.37759,17.14092,GALAXY,0.1357073,7.922653e-06
16.81546,14.92293,14.05086,13.62578,13.31311,GALAXY,0.03090035,9.718981e-06
17.84706,15.96334,15.08669,14.67367,14.35425,GALAXY,0.04668859,1.103038e-05
18.96675,18.28652,17.87657,17.37188,17.56026,GALAXY,0.1215098,8.102323e-06
18.59495,18.35204,18.34568,18.18178,18.16668,QSO,1.631319,0.0003688731
19.31637,17.47572,16.51875,16.07866,15.73792,GALAXY,0.1024417,2.568042e-05
19.57371,18.12341,17.28247,16.85917,16.55362,GALAXY,0.103859,1.74696e-05
19.18924,18.87049,18.91375,19.03558,18.98547,QSO,3.205651,0.0005535545
19.54086,19.30793,19.19799,18.97242,18.98804,QSO,1.542528,0.000527329
18.15085,16.36817,15.52328,15.08774,14.76119,GALAXY,0.03885582,1.067978e-05
19.24756,17.42863,16.52279,16.07585,15.74308,GALAXY,0.09014327,2.190576e-05
19.13591,18.19088,17.87407,17.64285,17.60642,GALAXY,0.05525107,4.609808e-06
19.45318,18.04333,17.31147,16.87773,16.58818,GALAXY,0.08388644,1.351349e-05
19.46161,17.89543,16.77373,16.26008,15.89489,GALAXY,0.1564689,3.009134e-05
18.72082,17.29257,16.55009,16.13446,15.82338,GALAXY,0.04858747,6.24416e-06
18.855,17.41658,16.67452,16.24223,15.93166,GALAXY,0.05520602,1.164192e-05
18.0908,16.73082,16.00286,15.60327,15.31051,GALAXY,0.05308883,1.142192e-05
18.50735,16.79172,15.93248,15.51336,15.18008,GALAXY,0.06029744,1.632886e-05
19.26147,17.73017,17.00758,16.61699,16.33109,GALAXY,0.03726446,8.438933e-06
19.47799,18.24564,17.60332,17.25908,17.03263,GALAXY,0.1289627,7.537139e-06
19.43723,17.50371,16.55568,16.10471,15.73722,GALAXY,0.04026865,3.207117e-05
17.76659,15.74282,14.84433,14.39991,14.06052,GALAXY,0.03438918,1.206467e-05
19.50899,18.14588,17.42393,17.06302,16.84541,GALAXY,0.198928,1.670703e-05
18.99977,18.08839,17.7786,17.53359,17.39577,GALAXY,0.05315363,5.24349e-06
18.88482,17.00056,16.11712,15.68958,15.36559,GALAXY,0.04397372,1.442171e-05
19.0432,18.90073,18.81888,18.46844,18.50975,QSO,1.681658,0.0002507034
18.81548,17.48222,16.86796,16.50395,16.27904,GALAXY,0.123981,8.286534e-06
18.55592,17.00457,16.22155,15.80419,15.48255,GALAXY,0.08557463,1.301278e-05
19.00914,17.05357,16.03645,15.58578,15.24239,GALAXY,0.08255108,1.301948e-05
18.095,16.60627,15.98895,15.65964,15.40977,GALAXY,0.04207423,2.130176e-05
19.49845,17.55555,16.61827,16.19303,15.79914,GALAXY,0.08137447,1.59994e-05
19.39449,17.93991,17.03587,16.56044,16.23907,GALAXY,0.1493689,1.775474e-05
19.52461,17.73551,16.7455,16.25956,15.87766,GALAXY,0.09610092,1.915683e-05
19.48621,17.74912,16.82775,16.33179,15.96169,GALAXY,0.09733909,2.346532e-05
19.21579,18.84451,18.70518,18.39857,18.51747,GALAXY,0.1144377,6.687682e-06
19.31237,17.95454,17.43069,17.13566,16.9321,GALAXY,0.0445881,1.878414e-05
19.17842,17.66132,16.65749,16.19143,15.83274,GALAXY,0.175182,2.723275e-05
19.25747,18.03815,17.47417,17.13161,16.879,GALAXY,0.0441112,7.077756e-06
19.25067,18.09867,17.67248,17.34071,17.27949,GALAXY,0.07785672,9.745987e-06
19.35789,17.94702,17.17093,16.76541,16.4469,GALAXY,0.1029778,1.445147e-05
19.27072,17.74524,16.99598,16.58941,16.27537,GALAXY,0.08958773,1.861114e-05
18.98651,17.34679,16.44712,15.96925,15.60655,GALAXY,0.08858402,1.253147e-05
18.92214,18.56242,18.59086,18.38947,18.31357,QSO,0.509121,7.820794e-05
18.9795,17.65851,16.97096,16.55292,16.2907,GALAXY,0.1166416,9.848477e-06
18.86708,18.75933,18.65864,18.33949,18.32601,QSO,1.862504,0.0003943127
18.9063,18.13307,18.02018,17.78639,17.83375,GALAXY,0.05482763,6.363141e-06
19.47732,19.34012,19.09928,19.01434,19.08976,QSO,1.326351,0.0002513053
19.16983,18.10386,17.78905,17.60412,17.44179,GALAXY,0.03106355,8.191436e-06
18.86949,17.13322,16.24538,15.83743,15.50992,GALAXY,0.07163125,1.971383e-05
19.57408,17.60558,16.57084,16.11967,15.77727,GALAXY,0.09380056,2.272484e-05
19.18551,18.12376,17.71419,17.40554,17.30572,GALAXY,0.1023096,5.779274e-06
19.47956,19.20439,18.92501,18.96838,18.85607,QSO,0.9593173,0.0002093219
18.85661,18.71724,18.66349,18.46257,18.33774,QSO,1.895822,0.000403052
18.18184,16.9782,16.3749,16.03417,15.78352,GALAXY,0.04409242,1.277029e-05
19.05801,19.04248,18.7171,18.66515,18.81116,QSO,1.166858,0.0002017646
17.92653,15.9566,15.00791,14.6197,14.30918,GALAXY,0.03321713,1.053576e-05
19.23911,17.40776,16.36384,15.9084,15.53086,GALAXY,0.1409198,3.310869e-05
17.76534,16.35532,15.63678,15.23748,14.94681,GALAXY,0.07195336,1.748218e-05
19.09486,18.22684,17.72627,17.24277,17.24662,GALAXY,0.1718891,7.721407e-06
17.73513,17.34536,17.32578,17.41973,17.33013,QSO,0.7062446,3.313801e-05
17.77657,16.49051,15.85589,15.5256,15.25811,GALAXY,0.02266943,1.06008e-05
19.09509,17.85542,17.16776,16.85094,16.64647,GALAXY,0.1101205,2.895824e-05
19.1473,17.84811,17.36838,17.05401,16.8755,GALAXY,0.0462787,6.172184e-06
18.17198,17.7522,17.36304,17.30937,17.26422,QSO,1.390235,0.0001244415
18.66894,17.55976,17.17083,16.89539,16.78345,GALAXY,0.09079677,7.245567e-06
19.47888,17.62361,16.71454,16.28968,15.97523,GALAXY,0.05447407,1.942062e-05
17.72054,16.59533,16.10116,15.79057,15.5919,GALAXY,0.04545856,7.850631e-06
19.4909,18.24124,17.6419,17.35477,17.19316,GALAXY,0.0434076,3.552155e-05
19.02484,17.34259,16.39521,15.90252,15.54393,GALAXY,0.1214208,3.062017e-05
18.75132,17.55688,17.01463,16.69212,16.49953,GALAXY,0.06794303,1.084319e-05
18.69979,16.79897,15.9364,15.53632,15.21424,GALAXY,0.06025527,1.286196e-05
18.83376,17.15025,16.36218,15.954,15.68715,GALAXY,0.07021981,1.510096e-05
19.33827,17.86347,16.89696,16.59098,16.16846,GALAXY,0.1425184,6.1279e-05
18.16161,16.01798,15.06055,14.62642,14.28845,GALAXY,0.0675761,1.529203e-05
18.51753,17.17805,16.41386,15.95675,15.66155,GALAXY,0.08628141,6.580869e-06
19.37844,17.97078,17.27955,16.92587,16.61753,GALAXY,0.1111501,1.738482e-05
19.05235,18.98248,18.82187,18.69078,18.67871,QSO,1.421686,0.0004953346
18.78469,16.73873,15.80156,15.3597,15.04689,GALAXY,0.08034378,1.549522e-05
18.71604,17.33263,16.43929,15.97768,15.66013,GALAXY,0.08844103,8.031937e-06
19.23808,18.21104,17.55942,17.18935,16.91545,GALAXY,0.1546483,1.016273e-05
19.50068,18.02701,17.14251,16.65234,16.31376,GALAXY,0.1109782,1.74761e-05
19.45099,17.64301,16.76517,16.34405,16.02116,GALAXY,0.06423932,1.660153e-05
16.95975,15.49364,14.78676,14.4036,14.13597,GALAXY,0.04089729,8.132116e-06
18.35843,16.44333,15.56473,15.13283,14.79457,GALAXY,0.03539427,1.061396e-05
18.86635,17.38494,16.7025,16.3234,16.0796,GALAXY,0.06227357,1.532123e-05
19.48739,17.85752,17.03187,16.57259,16.26443,GALAXY,0.06380007,2.257493e-05
18.7862,17.72767,17.44028,17.27099,17.23755,GALAXY,0.03256947,6.330361e-06
18.68736,16.97832,16.16458,15.77158,15.49245,GALAXY,0.04574468,1.92751e-05
19.15685,18.0206,17.64097,17.32043,17.163,GALAXY,0.08161541,6.433193e-06
19.22641,17.33462,16.43862,16.04262,15.75412,GALAXY,0.08058916,1.809295e-05
19.44956,17.49945,16.53498,16.1262,15.76587,GALAXY,0.1016768,1.629467e-05
19.31503,17.38938,16.44481,15.99542,15.63436,GALAXY,0.07466805,1.47204e-05
17.67794,16.43633,15.80214,15.45287,15.17551,GALAXY,0.04551843,8.229542e-06
18.56134,17.47367,16.97596,16.62908,16.46358,GALAXY,0.0983175,7.727265e-06
18.79081,17.15528,16.28344,15.86035,15.50726,GALAXY,0.09897286,1.683167e-05
19.456,17.96475,17.26869,16.86517,16.60315,GALAXY,0.09647438,2.110549e-05
18.62807,17.95512,17.83842,17.59614,17.66003,GALAXY,0.08818714,6.77321e-06
18.28238,17.09258,16.61845,16.32288,16.13283,GALAXY,0.05200407,9.886419e-06
19.28761,17.71485,16.90498,16.46056,16.13596,GALAXY,0.03543166,1.763491e-05
18.22443,16.39785,15.58346,15.18293,14.8476,GALAXY,0.03243295,9.571771e-06
18.96169,18.7721,18.56618,18.56303,18.42689,QSO,1.012745,0.0003277498
18.33746,17.02172,16.44367,16.1249,15.89602,GALAXY,0.05088475,2.665386e-05
19.49504,19.2153,19.06276,18.94916,18.84315,QSO,2.042165,0.000855203
18.09244,16.93385,16.36702,16.0046,15.82483,GALAXY,0.06141032,8.526031e-06
19.09212,17.64952,17.07003,16.73229,16.49931,GALAXY,0.06490798,2.246282e-05
17.94844,16.66202,16.0484,15.65482,15.39427,GALAXY,0.05627681,8.901095e-06
18.02053,16.55096,15.81931,15.4222,15.1824,GALAXY,0.05071113,8.481766e-06
19.18813,17.2686,16.30508,15.85749,15.49553,GALAXY,0.1077869,1.710232e-05
19.18394,17.77913,17.10136,16.72317,16.44818,GALAXY,0.07652061,1.283923e-05
19.39245,17.9013,17.2535,16.91158,16.69901,GALAXY,0.03559987,2.692601e-05
18.93818,17.78202,17.33073,17.01977,16.9073,GALAXY,0.08165079,8.077247e-06
17.75768,15.93048,15.00849,14.56003,14.16618,GALAXY,0.03425169,1.246236e-05
18.14384,16.1545,15.24345,14.83417,14.5032,GALAXY,0.06688415,1.592808e-05
17.93332,15.92267,14.99281,14.52743,14.19217,GALAXY,0.03739328,9.852851e-06
19.00414,17.09223,16.20626,15.75923,15.41497,GALAXY,0.03416616,1.18134e-05
19.52361,18.26988,17.86628,17.63269,17.51387,GALAXY,0.03464891,1.050176e-05
18.66709,17.14448,16.36723,15.96582,15.69073,GALAXY,0.07511766,1.93239e-05
19.44711,17.95612,17.22685,16.7393,16.42824,GALAXY,0.07343185,6.430807e-06
18.81863,16.78454,15.79446,15.35712,14.98603,GALAXY,0.0921488,1.768149e-05
19.35406,17.82797,16.97786,16.49082,16.13955,GALAXY,0.1092047,1.633421e-05
19.35498,19.23976,19.23491,19.13481,18.90031,QSO,2.103791,0.0001911388
18.97375,17.88491,17.25257,16.87881,16.58359,GALAXY,0.1141652,1.197987e-05
19.35228,18.28643,17.83814,17.61974,17.40146,GALAXY,0.04071582,6.329976e-06
17.93022,16.43229,15.65747,15.24505,14.90702,GALAXY,0.04509575,1.296485e-05
19.46136,17.91432,17.42942,17.15283,16.99948,GALAXY,0.04792501,1.068299e-05
19.25928,17.82161,16.85519,16.38993,16.12775,GALAXY,0.1564103,1.436723e-05
17.74232,16.10108,15.37649,15.02799,14.75816,GALAXY,0.02886876,8.530475e-06
19.45001,18.28228,17.67843,17.3155,17.05417,GALAXY,0.05142128,8.004798e-06
18.9521,17.53647,16.76023,16.28004,15.91596,GALAXY,0.05908213,1.023456e-05
18.50043,16.71443,15.82164,15.35776,15.01434,GALAXY,0.07958645,1.059933e-05
18.30079,17.3876,16.91959,16.4857,16.28206,GALAXY,0.05485509,4.48014e-06
17.44127,16.30413,15.88438,15.61271,15.4624,GALAXY,0.03452824,7.93277e-06
19.26131,17.91968,17.44115,17.09571,16.90235,GALAXY,0.09561824,7.376725e-06
18.88369,17.65075,17.10482,16.77453,16.57676,GALAXY,0.06673661,9.525194e-06
18.79079,17.36333,16.62484,16.19963,15.85113,GALAXY,0.04507874,1.072755e-05
17.76564,15.88189,15.02817,14.60407,14.264,GALAXY,0.0348477,1.019425e-05
19.00488,17.77674,17.43287,17.26155,17.08722,GALAXY,0.03538051,7.579546e-06
19.35398,17.79542,16.96674,16.5344,16.233,GALAXY,0.1069718,1.648112e-05
19.51066,17.58958,16.62201,16.20688,15.86786,GALAXY,0.1089993,2.228669e-05
18.88231,17.04686,16.22655,15.82394,15.50691,GALAXY,0.07847887,1.36503e-05
19.5225,17.57149,16.62401,16.18553,15.81141,GALAXY,0.07415918,2.127479e-05
19.59149,17.67339,16.6461,16.19955,15.8792,GALAXY,0.1172937,2.525023e-05
19.58117,19.58296,19.16077,19.19793,19.22743,QSO,1.20781,0.0003116826
17.35834,15.74595,14.92407,14.5077,14.14876,GALAXY,0.03894358,1.554641e-05
18.81462,17.85645,17.4491,17.14534,16.99665,GALAXY,0.07787514,6.171108e-06
17.37288,16.43285,16.16528,16.08237,16.05493,GALAXY,0.0,0.0
18.99798,17.95453,17.48927,17.17787,17.00494,GALAXY,0.08968825,8.523275e-06
18.7698,17.70662,17.3728,17.19011,17.00054,GALAXY,0.03044113,6.877191e-06
19.24469,18.98759,18.89983,18.62654,18.7078,QSO,1.69379,0.0004032061
19.32944,18.17569,17.69493,17.43624,17.31941,GALAXY,0.06885345,1.372631e-05
16.24845,14.41811,13.53479,13.05719,12.67025,QSO,0.03097322,1.758356e-05
18.02299,16.93843,16.57985,16.31229,16.13314,GALAXY,0.05255962,4.554495e-06
19.41169,18.25745,17.68946,17.33906,17.09563,GALAXY,0.1007739,8.390354e-06
19.19789,17.25009,16.23258,15.74795,15.3731,GALAXY,0.07545377,1.735082e-05
19.145,17.19719,16.30743,15.90672,15.56802,GALAXY,0.07577349,1.290112e-05
18.29567,16.45391,15.6054,15.21346,14.86147,GALAXY,0.03008707,1.188368e-05
18.05411,17.67092,17.22222,16.69668,16.63827,QSO,0.1300234,3.71718e-05
17.80642,16.96781,16.77903,16.6543,16.57707,GALAXY,0.0263525,7.034908e-06
19.48533,18.33197,17.59331,17.19217,16.99675,GALAXY,0.1747189,1.568648e-05
19.49673,18.25575,17.34271,16.86788,16.56859,GALAXY,0.1655983,1.211628e-05
19.55736,18.16253,17.68899,17.33357,17.19289,GALAXY,0.05388007,7.859221e-06
19.18165,17.26333,16.41774,16.0294,15.73865,GALAXY,0.05363737,1.912197e-05
18.0035,17.69278,17.79229,17.74965,17.88774,QSO,0.6240122,4.728044e-05
18.86818,16.95899,16.07518,15.65857,15.34081,GALAXY,0.04678914,1.215765e-05
19.23266,17.96397,17.34824,16.97026,16.72778,GALAXY,0.1076025,1.26966e-05
18.64291,17.59995,17.17882,16.92199,16.69258,GALAXY,0.03990796,6.514101e-06
18.63028,16.60647,15.66794,15.12609,14.70652,GALAXY,0.04610727,9.939013e-06
18.47567,17.29822,16.92214,16.67086,16.48615,GALAXY,0.0626854,8.182843e-06
18.66895,17.11693,16.31133,15.91676,15.60051,GALAXY,0.05111767,2.293123e-05
19.28242,18.12759,17.51956,17.13523,16.88775,GALAXY,0.08943463,7.914648e-06
18.98143,17.50938,16.86872,16.52397,16.25436,GALAXY,0.09313846,1.672254e-05
18.36434,17.44431,17.16924,16.97855,16.86492,GALAXY,0.03353307,5.566701e-06
18.76207,17.40846,16.70987,16.32221,16.02682,GALAXY,0.1091419,1.222503e-05
18.33309,16.46299,15.62366,15.21641,14.90502,GALAXY,0.05947749,1.25354e-05
19.09319,18.01945,17.49625,17.12381,16.93657,GALAXY,0.06301553,7.562006e-06
19.03572,17.76992,17.25575,16.9654,16.76671,GALAXY,0.03550879,9.946822e-06
18.80343,17.46952,16.97148,16.66725,16.47903,GALAXY,0.06380205,6.601429e-06
19.0656,17.09373,16.1457,15.68921,15.32303,GALAXY,0.08186012,1.981016e-05
18.84359,17.09369,16.28646,15.90126,15.61085,GALAXY,0.03931849,1.375929e-05
16.24861,14.928,14.27062,13.8828,13.61786,GALAXY,0.03700787,8.145989e-06
19.27109,17.83662,17.11443,16.67753,16.40761,GALAXY,0.09445447,1.218518e-05
19.02351,17.26658,16.59713,16.19705,15.92419,GALAXY,0.06149438,9.094295e-06
18.77472,17.1953,16.35036,15.90762,15.5719,GALAXY,0.1020424,1.463682e-05
18.61753,17.62556,17.49323,17.2901,17.38648,GALAXY,0.04152944,6.939562e-06
19.21252,17.29482,16.20294,15.76644,15.39576,GALAXY,0.1334933,2.399294e-05
19.42529,17.60524,16.72421,16.254,15.89593,GALAXY,0.09928096,1.119826e-05
16.58106,16.16882,15.94577,15.54482,15.60931,QSO,0.09733227,1.61759e-05
19.09957,18.78496,18.70861,18.60246,18.37123,QSO,2.144719,0.000331702
19.27612,17.84438,17.07684,16.64892,16.38001,GALAXY,0.08232081,1.199899e-05
18.13094,16.73082,15.98597,15.53039,15.24416,GALAXY,0.102026,5.492545e-06
18.30287,16.41736,15.53175,15.09498,14.75106,GALAXY,0.04319088,1.040998e-05
19.32727,17.34839,16.35742,15.93044,15.56983,GALAXY,0.09358683,1.911782e-05
19.52053,19.35182,19.30574,19.06973,19.14445,QSO,1.879539,0.0004564587
18.74677,17.49324,16.87668,16.50519,16.252,GALAXY,0.04914061,8.125636e-06
18.89071,17.70279,17.17396,16.87772,16.71348,GALAXY,0.07192481,8.590313e-06
19.28472,17.46253,16.60819,16.20654,15.89763,GALAXY,0.06193071,1.974644e-05
19.33208,18.07582,17.45707,17.02985,16.80321,GALAXY,0.08950675,6.302012e-06
19.4074,17.41438,16.33721,15.87848,15.51054,GALAXY,0.1222624,2.28134e-05
19.45558,18.22749,17.62301,17.20649,16.96941,GALAXY,0.07576565,5.729056e-06
